image,mean_err_px,median_err_px,rmse_err_px,min_err_px,max_err_px,max_err_joint,csv,json,overlay
sample_0083_right_ZY20210800002_H2_C14_N11_S161_s03_T1_f000131.jpg,1.2223131193,0.8053151900,1.7442467831,0.2041951320,5.1497092331,4,hoi4d_samples2/mano_projection_vs_gt_2djoints/csv/sample_0083_right_ZY20210800002_H2_C14_N11_S161_s03_T1_f000131_mano_vs_gt.csv,hoi4d_samples2/mano_projection_vs_gt_2djoints/json/sample_0083_right_ZY20210800002_H2_C14_N11_S161_s03_T1_f000131_mano_vs_gt.json,hoi4d_samples2/mano_projection_vs_gt_2djoints/overlays/sample_0083_right_ZY20210800002_H2_C14_N11_S161_s03_T1_f000131_mano_vs_gt.jpg
sample_0084_right_ZY20210800002_H2_C14_N11_S161_s03_T1_f000191.jpg,1.3309613233,0.8256694647,2.0283574878,0.0320553107,6.8399085570,4,hoi4d_samples2/mano_projection_vs_gt_2djoints/csv/sample_0084_right_ZY20210800002_H2_C14_N11_S161_s03_T1_f000191_mano_vs_gt.csv,hoi4d_samples2/mano_projection_vs_gt_2djoints/json/sample_0084_right_ZY20210800002_H2_C14_N11_S161_s03_T1_f000191_mano_vs_gt.json,hoi4d_samples2/mano_projection_vs_gt_2djoints/overlays/sample_0084_right_ZY20210800002_H2_C14_N11_S161_s03_T1_f000191_mano_vs_gt.jpg
sample_0085_right_ZY20210800002_H2_C20_N11_S271_s03_T1_f000056.jpg,1.3054737575,0.8788393455,1.8704895349,0.1913605717,5.1297610843,8,hoi4d_samples2/mano_projection_vs_gt_2djoints/csv/sample_0085_right_ZY20210800002_H2_C20_N11_S271_s03_T1_f000056_mano_vs_gt.csv,hoi4d_samples2/mano_projection_vs_gt_2djoints/json/sample_0085_right_ZY20210800002_H2_C20_N11_S271_s03_T1_f000056_mano_vs_gt.json,hoi4d_samples2/mano_projection_vs_gt_2djoints/overlays/sample_0085_right_ZY20210800002_H2_C20_N11_S271_s03_T1_f000056_mano_vs_gt.jpg
sample_0086_right_ZY20210800002_H2_C20_N11_S271_s03_T1_f000080.jpg,1.2861701683,0.8762551505,1.8384477549,0.1380747353,4.7445361976,4,hoi4d_samples2/mano_projection_vs_gt_2djoints/csv/sample_0086_right_ZY20210800002_H2_C20_N11_S271_s03_T1_f000080_mano_vs_gt.csv,hoi4d_samples2/mano_projection_vs_gt_2djoints/json/sample_0086_right_ZY20210800002_H2_C20_N11_S271_s03_T1_f000080_mano_vs_gt.json,hoi4d_samples2/mano_projection_vs_gt_2djoints/overlays/sample_0086_right_ZY20210800002_H2_C20_N11_S271_s03_T1_f000080_mano_vs_gt.jpg
sample_0087_right_ZY20210800002_H2_C20_N11_S271_s03_T1_f000104.jpg,1.5203777135,0.9073245133,2.2607288027,0.1863474829,6.5120247281,8,hoi4d_samples2/mano_projection_vs_gt_2djoints/csv/sample_0087_right_ZY20210800002_H2_C20_N11_S271_s03_T1_f000104_mano_vs_gt.csv,hoi4d_samples2/mano_projection_vs_gt_2djoints/json/sample_0087_right_ZY20210800002_H2_C20_N11_S271_s03_T1_f000104_mano_vs_gt.json,hoi4d_samples2/mano_projection_vs_gt_2djoints/overlays/sample_0087_right_ZY20210800002_H2_C20_N11_S271_s03_T1_f000104_mano_vs_gt.jpg
sample_0088_right_ZY20210800002_H2_C20_N11_S271_s03_T1_f000128.jpg,1.5461837602,0.8852050510,2.2499964764,0.2963051573,6.4887563614,8,hoi4d_samples2/mano_projection_vs_gt_2djoints/csv/sample_0088_right_ZY20210800002_H2_C20_N11_S271_s03_T1_f000128_mano_vs_gt.csv,hoi4d_samples2/mano_projection_vs_gt_2djoints/json/sample_0088_right_ZY20210800002_H2_C20_N11_S271_s03_T1_f000128_mano_vs_gt.json,hoi4d_samples2/mano_projection_vs_gt_2djoints/overlays/sample_0088_right_ZY20210800002_H2_C20_N11_S271_s03_T1_f000128_mano_vs_gt.jpg
sample_0089_right_ZY20210800002_H2_C20_N11_S271_s03_T1_f000173.jpg,1.3821256679,0.7710806227,2.1216093383,0.3118290576,6.4487082012,8,hoi4d_samples2/mano_projection_vs_gt_2djoints/csv/sample_0089_right_ZY20210800002_H2_C20_N11_S271_s03_T1_f000173_mano_vs_gt.csv,hoi4d_samples2/mano_projection_vs_gt_2djoints/json/sample_0089_right_ZY20210800002_H2_C20_N11_S271_s03_T1_f000173_mano_vs_gt.json,hoi4d_samples2/mano_projection_vs_gt_2djoints/overlays/sample_0089_right_ZY20210800002_H2_C20_N11_S271_s03_T1_f000173_mano_vs_gt.jpg
sample_0090_right_ZY20210800003_H3_C1_N02_S86_s01_T1_f000000.jpg,1.5405332827,0.9295767101,2.2624109831,0.2030071540,6.5915093240,4,hoi4d_samples2/mano_projection_vs_gt_2djoints/csv/sample_0090_right_ZY20210800003_H3_C1_N02_S86_s01_T1_f000000_mano_vs_gt.csv,hoi4d_samples2/mano_projection_vs_gt_2djoints/json/sample_0090_right_ZY20210800003_H3_C1_N02_S86_s01_T1_f000000_mano_vs_gt.json,hoi4d_samples2/mano_projection_vs_gt_2djoints/overlays/sample_0090_right_ZY20210800003_H3_C1_N02_S86_s01_T1_f000000_mano_vs_gt.jpg
sample_0091_right_ZY20210800003_H3_C1_N02_S86_s01_T1_f000042.jpg,1.5915585126,0.9681622587,2.3185196669,0.2214093505,6.4923290121,4,hoi4d_samples2/mano_projection_vs_gt_2djoints/csv/sample_0091_right_ZY20210800003_H3_C1_N02_S86_s01_T1_f000042_mano_vs_gt.csv,hoi4d_samples2/mano_projection_vs_gt_2djoints/json/sample_0091_right_ZY20210800003_H3_C1_N02_S86_s01_T1_f000042_mano_vs_gt.json,hoi4d_samples2/mano_projection_vs_gt_2djoints/overlays/sample_0091_right_ZY20210800003_H3_C1_N02_S86_s01_T1_f000042_mano_vs_gt.jpg
sample_0092_right_ZY20210800003_H3_C1_N02_S86_s01_T1_f000085.jpg,1.6369234046,0.9814105140,2.2832510766,0.3573339933,6.2517658879,4,hoi4d_samples2/mano_projection_vs_gt_2djoints/csv/sample_0092_right_ZY20210800003_H3_C1_N02_S86_s01_T1_f000085_mano_vs_gt.csv,hoi4d_samples2/mano_projection_vs_gt_2djoints/json/sample_0092_right_ZY20210800003_H3_C1_N02_S86_s01_T1_f000085_mano_vs_gt.json,hoi4d_samples2/mano_projection_vs_gt_2djoints/overlays/sample_0092_right_ZY20210800003_H3_C1_N02_S86_s01_T1_f000085_mano_vs_gt.jpg
sample_0093_right_ZY20210800003_H3_C1_N02_S86_s01_T1_f000128.jpg,1.7095641287,1.1286814041,2.3284577858,0.5554544760,6.7906419659,4,hoi4d_samples2/mano_projection_vs_gt_2djoints/csv/sample_0093_right_ZY20210800003_H3_C1_N02_S86_s01_T1_f000128_mano_vs_gt.csv,hoi4d_samples2/mano_projection_vs_gt_2djoints/json/sample_0093_right_ZY20210800003_H3_C1_N02_S86_s01_T1_f000128_mano_vs_gt.json,hoi4d_samples2/mano_projection_vs_gt_2djoints/overlays/sample_0093_right_ZY20210800003_H3_C1_N02_S86_s01_T1_f000128_mano_vs_gt.jpg
sample_0094_right_ZY20210800003_H3_C1_N02_S86_s01_T1_f000170.jpg,1.6462623907,0.9994014765,2.3082058245,0.3319356981,6.8351744761,4,hoi4d_samples2/mano_projection_vs_gt_2djoints/csv/sample_0094_right_ZY20210800003_H3_C1_N02_S86_s01_T1_f000170_mano_vs_gt.csv,hoi4d_samples2/mano_projection_vs_gt_2djoints/json/sample_0094_right_ZY20210800003_H3_C1_N02_S86_s01_T1_f000170_mano_vs_gt.json,hoi4d_samples2/mano_projection_vs_gt_2djoints/overlays/sample_0094_right_ZY20210800003_H3_C1_N02_S86_s01_T1_f000170_mano_vs_gt.jpg
sample_0095_right_ZY20210800003_H3_C2_N11_S215_s03_T5_f000021.jpg,1.2719304874,0.7550467830,2.0172551985,0.0911016483,6.8376783720,8,hoi4d_samples2/mano_projection_vs_gt_2djoints/csv/sample_0095_right_ZY20210800003_H3_C2_N11_S215_s03_T5_f000021_mano_vs_gt.csv,hoi4d_samples2/mano_projection_vs_gt_2djoints/json/sample_0095_right_ZY20210800003_H3_C2_N11_S215_s03_T5_f000021_mano_vs_gt.json,hoi4d_samples2/mano_projection_vs_gt_2djoints/overlays/sample_0095_right_ZY20210800003_H3_C2_N11_S215_s03_T5_f000021_mano_vs_gt.jpg
sample_0096_right_ZY20210800003_H3_C2_N11_S215_s03_T5_f000055.jpg,1.4792476686,0.9844478469,1.9291864212,0.1079930128,4.7458844822,8,hoi4d_samples2/mano_projection_vs_gt_2djoints/csv/sample_0096_right_ZY20210800003_H3_C2_N11_S215_s03_T5_f000055_mano_vs_gt.csv,hoi4d_samples2/mano_projection_vs_gt_2djoints/json/sample_0096_right_ZY20210800003_H3_C2_N11_S215_s03_T5_f000055_mano_vs_gt.json,hoi4d_samples2/mano_projection_vs_gt_2djoints/overlays/sample_0096_right_ZY20210800003_H3_C2_N11_S215_s03_T5_f000055_mano_vs_gt.jpg
sample_0097_right_ZY20210800003_H3_C2_N11_S215_s03_T5_f000089.jpg,1.4557458197,0.9580901526,1.9178630771,0.4434020432,5.7376292996,4,hoi4d_samples2/mano_projection_vs_gt_2djoints/csv/sample_0097_right_ZY20210800003_H3_C2_N11_S215_s03_T5_f000089_mano_vs_gt.csv,hoi4d_samples2/mano_projection_vs_gt_2djoints/json/sample_0097_right_ZY20210800003_H3_C2_N11_S215_s03_T5_f000089_mano_vs_gt.json,hoi4d_samples2/mano_projection_vs_gt_2djoints/overlays/sample_0097_right_ZY20210800003_H3_C2_N11_S215_s03_T5_f000089_mano_vs_gt.jpg
sample_0098_right_ZY20210800003_H3_C2_N11_S215_s03_T5_f000123.jpg,1.4677099252,0.9475428066,2.1137758240,0.2816190038,6.6317113427,8,hoi4d_samples2/mano_projection_vs_gt_2djoints/csv/sample_0098_right_ZY20210800003_H3_C2_N11_S215_s03_T5_f000123_mano_vs_gt.csv,hoi4d_samples2/mano_projection_vs_gt_2djoints/json/sample_0098_right_ZY20210800003_H3_C2_N11_S215_s03_T5_f000123_mano_vs_gt.json,hoi4d_samples2/mano_projection_vs_gt_2djoints/overlays/sample_0098_right_ZY20210800003_H3_C2_N11_S215_s03_T5_f000123_mano_vs_gt.jpg
sample_0099_right_ZY20210800003_H3_C2_N11_S215_s03_T5_f000168.jpg,1.3414323332,0.9108359870,1.9577623991,0.2202988864,6.2593438575,8,hoi4d_samples2/mano_projection_vs_gt_2djoints/csv/sample_0099_right_ZY20210800003_H3_C2_N11_S215_s03_T5_f000168_mano_vs_gt.csv,hoi4d_samples2/mano_projection_vs_gt_2djoints/json/sample_0099_right_ZY20210800003_H3_C2_N11_S215_s03_T5_f000168_mano_vs_gt.json,hoi4d_samples2/mano_projection_vs_gt_2djoints/overlays/sample_0099_right_ZY20210800003_H3_C2_N11_S215_s03_T5_f000168_mano_vs_gt.jpg
